"Line","Column","Message","Extent","RuleName","Severity","ScriptName","ScriptPath","RuleSuppressionID","SuggestedCorrections","IsSuppressed"
"357","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"369","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"374","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"442","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
,,"Missing BOM encoding for non-ASCII encoded file 'StateObserver.psm1'",,"PSUseBOMForUnicodeEncodedFile","Warning","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1",,,"False"
"117","5","The variable 'rawOptsInput' is assigned but never used.","$rawOptsInput","PSUseDeclaredVarsMoreThanAssignments","Warning","StateObserver.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\StateObserver.psm1","rawOptsInput",,"False"
"63","9","The cmdlet 'Get-ScapeIcon' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","return """"","PSUseOutputTypeCorrectly","Information","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1",,,"False"
,,"Missing BOM encoding for non-ASCII encoded file 'Theme.psm1'",,"PSUseBOMForUnicodeEncodedFile","Warning","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1",,,"False"
"184","10","Function 'Set-ScapePersona' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Set-ScapePersona","PSUseShouldProcessForStateChangingFunctions","Warning","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1",,,"False"
"216","10","Function 'Set-ScapeColorMode' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Set-ScapeColorMode","PSUseShouldProcessForStateChangingFunctions","Warning","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1",,,"False"
"108","36","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"187","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"189","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"208","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"318","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"366","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"309","17","The parameter 'IncludeBackground' has been declared but not used.","$IncludeBackground","PSReviewUnusedParameter","Warning","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1","IncludeBackground",,"False"
"202","21","The variable 'colorName' is assigned but never used.","$colorName","PSUseDeclaredVarsMoreThanAssignments","Warning","Theme.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\Theme.psm1","colorName",,"False"
"33","9","The cmdlet 'Get-ScapeConsoleDimension' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{
            Width  = [Math]::Max($layout.MinWidth, [Math]::Min($width - $m, $maxW))
            Height = [Math]::Max($layout.MinHeight, [Math]::Min($height - $layout.HeaderHeight, $maxH))
        }","PSUseOutputTypeCorrectly","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,,"False"
"39","5","The cmdlet 'Get-ScapeConsoleDimension' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return @{ Width = $width; Height = $height }","PSUseOutputTypeCorrectly","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,,"False"
"151","17","File 'TUI.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $blankLine -NoNewline","PSAvoidUsingWriteHost","Warning","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,,"False"
"173","13","File 'TUI.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host $blankLine -NoNewline","PSAvoidUsingWriteHost","Warning","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,,"False"
"13","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"17","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"20","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"30","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"38","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"10","10","The cmdlet 'Get-ScapeConsoleDimension' does not have a help comment.","Get-ScapeConsoleDimension","PSProvideCommentHelp","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"42","10","The cmdlet 'Set-ScapeCursorPosition' does not have a help comment.","Set-ScapeCursorPosition","PSProvideCommentHelp","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"63","10","The cmdlet 'Set-ScapeCursorVisibility' does not have a help comment.","Set-ScapeCursorVisibility","PSProvideCommentHelp","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"74","10","The cmdlet 'Read-ScapeKeyPress' does not have a help comment.","Read-ScapeKeyPress","PSProvideCommentHelp","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"114","10","The cmdlet 'Clear-ScapeInputBuffer' does not have a help comment.","Clear-ScapeInputBuffer","PSProvideCommentHelp","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"133","10","The cmdlet 'Clear-ScapeRegion' does not have a help comment.","Clear-ScapeRegion","PSProvideCommentHelp","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"157","10","The cmdlet 'Clear-ScapeLine' does not have a help comment.","Clear-ScapeLine","PSProvideCommentHelp","Information","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"126","9","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch { }","PSAvoidUsingEmptyCatchBlock","Warning","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1",,,"False"
"84","13","The variable 'start' is assigned but never used.","$start","PSUseDeclaredVarsMoreThanAssignments","Warning","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1","start",,"False"
"85","13","The variable 'timeout' is assigned but never used.","$timeout","PSUseDeclaredVarsMoreThanAssignments","Warning","TUI.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\TUI.psm1","timeout",,"False"
"11","10","The cmdlet 'Get-ScapeInputIntent' does not have a help comment.","Get-ScapeInputIntent","PSProvideCommentHelp","Information","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"91","10","The cmdlet 'Update-ScapeMenuViewModel' does not have a help comment.","Update-ScapeMenuViewModel","PSProvideCommentHelp","Information","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"165","10","The cmdlet 'Invoke-ScapeStateMutation' does not have a help comment.","Invoke-ScapeStateMutation","PSProvideCommentHelp","Information","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"232","10","The cmdlet 'Get-ScapeHydratedOptions' does not have a help comment.","Get-ScapeHydratedOptions","PSProvideCommentHelp","Information","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"253","10","The cmdlet 'Send-ScapeVirtualInput' does not have a help comment.","Send-ScapeVirtualInput","PSProvideCommentHelp","Information","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"241","35","The cmdlet 'Get-ScapeHydratedOptions' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","return @()","PSUseOutputTypeCorrectly","Information","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1",,,"False"
"14","52","The parameter 'CurrentMenuState' has been declared but not used.","$CurrentMenuState","PSReviewUnusedParameter","Warning","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1","CurrentMenuState",,"False"
"95","47","The parameter 'MenuId' has been declared but not used.","$MenuId","PSReviewUnusedParameter","Warning","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1","MenuId",,"False"
"169","47","The parameter 'MenuId' has been declared but not used.","$MenuId","PSReviewUnusedParameter","Warning","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1","MenuId",,"False"
"170","67","The parameter 'SelectionId' has been declared but not used.","$SelectionId","PSReviewUnusedParameter","Warning","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1","SelectionId",,"False"
"91","10","Function 'Update-ScapeMenuViewModel' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Update-ScapeMenuViewModel","PSUseShouldProcessForStateChangingFunctions","Warning","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1",,,"False"
"232","10","The cmdlet 'Get-ScapeHydratedOptions' uses a plural noun. A singular noun should be used instead.","Get-ScapeHydratedOptions","PSUseSingularNouns","Warning","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1","Get-ScapeHydratedOptions","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"113","61","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {}","PSAvoidUsingEmptyCatchBlock","Warning","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1",,,"False"
"135","68","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch {}","PSAvoidUsingEmptyCatchBlock","Warning","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1",,,"False"
"242","9","The variable 'st' is assigned but never used.","$st","PSUseDeclaredVarsMoreThanAssignments","Warning","ViewModel.psm1","C:\Users\danie\SCAPE_ROOT\Modules\Presentation\ViewModel.psm1","st",,"False"
